Date,Q (ft3/s),
10/18/2004,"277,000",
10/19/2004,"267,000",
10/20/2004,"257,000",
10/21/2004,"251,000",
10/22/2004,"250,000",
10/23/2004,"250,000",
10/24/2004,"251,000",
10/25/2004,"250,000",
10/26/2004,"250,000",
10/27/2004,"259,000",
10/28/2004,"278,000",
10/29/2004,"302,000",
10/30/2004,"326,000",
10/31/2004,"346,000",
11/1/2004,"366,000",
11/2/2004,"372,000",
11/3/2004,"380,000",
11/4/2004,"392,000",
11/5/2004,"410,000",
11/6/2004,"425,000",
11/7/2004,"439,000",
11/8/2004,"450,000",
11/9/2004,"454,000",
11/10/2004,"463,000",
11/11/2004,"479,000",
11/12/2004,"500,000",
11/13/2004,"519,000",
11/14/2004,"537,000",
11/15/2004,"555,000",
11/16/2004,"554,000",
11/17/2004,"542,000",
11/18/2004,"528,000",
11/19/2004,"515,000",
11/20/2004,"508,000",
11/21/2004,"507,000",
11/22/2004,"509,000",
11/23/2004,"517,000",
11/24/2004,"522,000",
11/25/2004,"526,000",
11/26/2004,"523,000",
11/27/2004,"534,000",
11/28/2004,"551,000",
11/29/2004,"570,000",
11/30/2004,"588,000",
12/1/2004,"601,000",
12/2/2004,"612,000",
12/3/2004,"631,000",
12/4/2004,"655,000",
12/5/2004,"683,000",
12/6/2004,"711,000",
12/7/2004,"739,000",
12/8/2004,"759,000",
12/9/2004,"782,000",
12/10/2004,"802,000",
12/11/2004,"808,000",
12/12/2004,"817,000",
12/13/2004,"832,000",
12/14/2004,"849,000",
12/15/2004,"864,000",
12/16/2004,"875,000",
12/17/2004,"884,000",
12/18/2004,"888,000",
12/19/2004,"893,000",
12/20/2004,"897,000",
12/21/2004,"900,000",
12/22/2004,"911,000",
12/23/2004,"921,000",
12/24/2004,"923,000",
12/25/2004,"926,000",
12/26/2004,"922,000",
12/27/2004,"908,000",
12/28/2004,"880,000",
12/29/2004,"845,000",
12/30/2004,"807,000",
12/31/2004,"769,000",
1/1/2005,"732,000",
1/2/2005,"700,000",
1/3/2005,"676,000",
1/4/2005,"658,000",
1/5/2005,"643,000",
1/6/2005,"634,000",
1/7/2005,"632,000",
1/8/2005,"646,000",
1/9/2005,"666,000",
1/10/2005,"691,000",
1/11/2005,"721,000",
1/12/2005,"749,000",
1/13/2005,"776,000",
1/14/2005,"802,000",
1/15/2005,"827,000",
1/16/2005,"854,000",
1/17/2005,"881,000",
1/18/2005,"908,000",
1/19/2005,"930,000",
1/20/2005,"952,000",
1/21/2005,"972,000",
1/22/2005,"993,000",
1/23/2005,"1,020,000",
1/24/2005,"1,040,000",
1/25/2005,"1,060,000",
1/26/2005,"1,080,000",
1/27/2005,"1,090,000",
1/28/2005,"1,100,000",
1/29/2005,"1,110,000",
1/30/2005,"1,120,000",
1/31/2005,"1,130,000",
2/1/2005,"1,150,000",
2/2/2005,"1,160,000",
2/3/2005,"1,160,000",
2/4/2005,"1,140,000",
2/5/2005,"1,120,000",
2/6/2005,"1,100,000",
2/7/2005,"1,080,000",
2/8/2005,"1,040,000",
2/9/2005,"1,010,000",
2/10/2005,"990,000",
2/11/2005,"958,000",
2/12/2005,"919,000",
2/13/2005,"878,000",
2/14/2005,"848,000",
2/15/2005,"819,000",
2/16/2005,"794,000",
2/17/2005,"778,000",
2/18/2005,"760,000",
2/19/2005,"743,000",
2/20/2005,"731,000",
2/21/2005,"727,000",
2/22/2005,"730,000",
2/23/2005,"730,000",
2/24/2005,"735,000",
2/25/2005,"745,000",
2/26/2005,"755,000",
2/27/2005,"766,000",
2/28/2005,"776,000",
3/1/2005,"779,000",
3/2/2005,"779,000",
3/3/2005,"781,000",
3/4/2005,"781,000",
3/5/2005,"774,000",
3/6/2005,"767,000",
3/7/2005,"757,000",
3/8/2005,"746,000",
3/9/2005,"731,000",
3/10/2005,"716,000",
3/11/2005,"697,000",
3/12/2005,"678,000",
3/13/2005,"658,000",
3/14/2005,"638,000",
3/15/2005,"618,000",
3/16/2005,"597,000",
3/17/2005,"569,000",
3/18/2005,"554,000",
3/19/2005,"541,000",
3/20/2005,"534,000",
3/21/2005,"528,000",
3/22/2005,"521,000",
3/23/2005,"508,000",
3/24/2005,"497,000",
3/25/2005,"492,000",
3/26/2005,"481,000",
3/27/2005,"469,000",
3/28/2005,"458,000",
3/29/2005,"445,000",
3/30/2005,"435,000",
3/31/2005,"431,000",
4/1/2005,"440,000",
4/2/2005,"450,000",
4/3/2005,"461,000",
4/4/2005,"479,000",
4/5/2005,"501,000",
4/6/2005,"523,000",
4/7/2005,"545,000",
4/8/2005,"569,000",
4/9/2005,"590,000",
4/10/2005,"611,000",
4/11/2005,"635,000",
4/12/2005,"659,000",
4/13/2005,"676,000",
4/14/2005,"696,000",
4/15/2005,"716,000",
4/16/2005,"734,000",
4/17/2005,"750,000",
4/18/2005,"763,000",
4/19/2005,"770,000",
4/20/2005,"771,000",
4/21/2005,"770,000",
4/22/2005,"765,000",
4/23/2005,"755,000",
4/24/2005,"739,000",
4/25/2005,"716,000",
4/26/2005,"689,000",
4/27/2005,"659,000",
4/28/2005,"628,000",
4/29/2005,"590,000",
4/30/2005,"552,000",
5/1/2005,"521,000",
5/2/2005,"503,000",
5/3/2005,"494,000",
5/4/2005,"486,000",
5/5/2005,"483,000",
5/6/2005,"488,000",
5/7/2005,"492,000",
5/8/2005,"497,000",
5/9/2005,"506,000",
5/10/2005,"514,000",
5/11/2005,"519,000",
5/12/2005,"521,000",
5/13/2005,"517,000",
5/14/2005,"508,000",
5/15/2005,"492,000",
5/16/2005,"469,000",
5/17/2005,"444,000",
5/18/2005,"415,000",
5/19/2005,"387,000",
5/20/2005,"359,000",
5/21/2005,"335,000",
5/22/2005,"317,000",
5/23/2005,"309,000",
5/24/2005,"309,000",
5/25/2005,"316,000",
5/26/2005,"330,000",
5/27/2005,"342,000",
5/28/2005,"351,000",
5/29/2005,"361,000",
5/30/2005,"376,000",
5/31/2005,"389,000",
6/1/2005,"401,000",
6/2/2005,"405,000",
6/3/2005,"402,000",
6/4/2005,"392,000",
6/5/2005,"378,000",
6/6/2005,"363,000",
6/7/2005,"348,000",
6/8/2005,"336,000",
6/9/2005,"327,000",
6/10/2005,"317,000",
6/11/2005,"310,000",
6/12/2005,"301,000",
6/13/2005,"289,000",
6/14/2005,"281,000",
6/15/2005,"283,000",
6/16/2005,"290,000",
6/17/2005,"301,000",
6/18/2005,"319,000",
6/19/2005,"342,000",
6/20/2005,"362,000",
6/21/2005,"376,000",
6/22/2005,"386,000",
6/23/2005,"397,000",
6/24/2005,"406,000",
6/25/2005,"410,000",
6/26/2005,"408,000",
6/27/2005,"400,000",
6/28/2005,"389,000",
6/29/2005,"377,000",
6/30/2005,"362,000",
7/1/2005,"348,000",
7/2/2005,"337,000",
7/3/2005,"328,000",
7/4/2005,"319,000",
7/5/2005,"311,000",
7/6/2005,"310,000",
7/7/2005,"296,000",
7/8/2005,"286,000",
7/9/2005,"280,000",
7/10/2005,"282,000",
7/11/2005,"288,000",
7/12/2005,"286,000",
7/13/2005,"279,000",
7/14/2005,"274,000",
7/15/2005,"280,000",
7/16/2005,"285,000",
7/17/2005,"292,000",
7/18/2005,"303,000",
7/19/2005,"313,000",
7/20/2005,"318,000",
7/21/2005,"315,000",
7/22/2005,"313,000",
7/23/2005,"305,000",
7/24/2005,"291,000",
7/25/2005,"279,000",
7/26/2005,"263,000",
7/27/2005,"252,000",
7/28/2005,"245,000",
7/29/2005,"242,000",
7/30/2005,"238,000",
7/31/2005,"232,000",
8/1/2005,"225,000",
8/2/2005,"217,000",
8/3/2005,"211,000",
8/4/2005,"207,000",
8/5/2005,"205,000",
8/6/2005,"204,000",
8/7/2005,"201,000",
8/8/2005,"197,000",
8/9/2005,"190,000",
8/10/2005,"186,000",
8/11/2005,"189,000",
8/12/2005,"190,000",
8/13/2005,"184,000",
8/14/2005,"180,000",
8/15/2005,"176,000",
8/16/2005,"169,000",
8/17/2005,"167,000",
8/18/2005,"170,000",
8/19/2005,"171,000",
8/20/2005,"168,000",
8/21/2005,"167,000",
8/22/2005,"166,000",
8/23/2005,"165,000",
8/24/2005,"164,000",
8/25/2005,"166,000",
8/26/2005,"166,000",
8/27/2005,"170,000",
8/28/2005,"185,000",
8/29/2005,"291,000",
8/30/2005,"248,000",
8/31/2005,"218,000",
9/1/2005,"219,000",
9/2/2005,"223,000",
9/3/2005,"228,000",
9/4/2005,"237,000",
9/5/2005,"248,000",
9/6/2005,"260,000",
9/7/2005,"272,000",
9/8/2005,"283,000",
9/9/2005,"293,000",
9/10/2005,"299,000",
9/11/2005,"299,000",
9/12/2005,"295,000",
9/13/2005,"288,000",
9/14/2005,"276,000",
9/15/2005,"262,000",
9/16/2005,"247,000",
9/17/2005,"227,000",
9/18/2005,"210,000",
9/19/2005,"195,000",
9/20/2005,"190,000",
9/21/2005,"191,000",
9/22/2005,"203,000",
9/23/2005,"247,000",
9/24/2005,"276,000",
9/25/2005,"295,000",
9/26/2005,"276,000",
9/27/2005,"248,000",
9/28/2005,"232,000",
9/29/2005,"236,000",
9/30/2005,"234,000",
10/1/2005,"229,000",
10/2/2005,"236,000",
10/3/2005,"241,000",
10/4/2005,"241,000",
10/5/2005,"239,000",
10/6/2005,"236,000",
10/7/2005,"233,000",
10/8/2005,"230,000",
10/9/2005,"228,000",
10/10/2005,"228,000",
10/11/2005,"224,000",
10/12/2005,"214,000",
10/13/2005,"211,000",
10/14/2005,"209,000",
10/15/2005,"208,000",
10/16/2005,"210,000",
10/17/2005,"217,000",
10/18/2005,"216,000",
10/19/2005,"215,000",
10/20/2005,"216,000",
10/21/2005,"215,000",
10/22/2005,"211,000",
10/23/2005,"210,000",
10/24/2005,"203,000",
10/25/2005,"190,000",
10/26/2005,"186,000",
10/27/2005,"179,000",
10/28/2005,"178,000",
10/29/2005,"180,000",
10/30/2005,"182,000",
10/31/2005,"186,000",
11/1/2005,"193,000",
11/2/2005,"196,000",
11/3/2005,"198,000",
11/4/2005,"199,000",
11/5/2005,"191,000",
11/6/2005,"205,000",
11/7/2005,"209,000",
11/8/2005,"208,000",
11/9/2005,"205,000",
11/10/2005,"200,000",
11/11/2005,"198,000",
11/12/2005,"192,000",
11/13/2005,"192,000",
11/14/2005,"187,000",
11/15/2005,"187,000",
11/16/2005,"191,000",
11/17/2005,"181,000",
11/18/2005,"179,000",
11/19/2005,"178,000",
11/20/2005,"177,000",
11/21/2005,"177,000",
11/22/2005,"184,000",
11/23/2005,"195,000",
11/24/2005,"211,000",
11/25/2005,"224,000",
11/26/2005,"240,000",
11/27/2005,"248,000",
11/28/2005,"250,000",
11/29/2005,"251,000",
11/30/2005,"242,000",
12/1/2005,"235,000",
12/2/2005,"229,000",
12/3/2005,"223,000",
12/4/2005,"217,000",
12/5/2005,"213,000",
12/6/2005,"207,000",
12/7/2005,"205,000",
12/8/2005,"211,000",
12/9/2005,"216,000",
12/10/2005,"221,000",
12/11/2005,"228,000",
12/12/2005,"240,000",
12/13/2005,"250,000",
12/14/2005,"259,000",
12/15/2005,"284,000",
12/16/2005,"297,000",
12/17/2005,"300,000",
12/18/2005,"286,000",
12/19/2005,"268,000",
12/20/2005,"248,000",
12/21/2005,"233,000",
12/22/2005,"220,000",
12/23/2005,"214,000",
12/24/2005,"214,000",
12/25/2005,"218,000",
12/26/2005,"221,000",
12/27/2005,"223,000",
12/28/2005,"226,000",
12/29/2005,"225,000",
12/30/2005,"219,000",
12/31/2005,"212,000",
1/1/2006,"204,000",
1/2/2006,"196,000",
1/3/2006,"194,000",
1/4/2006,"195,000",
1/5/2006,"199,000",
1/6/2006,"199,000",
1/7/2006,"204,000",
1/8/2006,"210,000",
1/9/2006,"216,000",
1/10/2006,"223,000",
1/11/2006,"234,000",
1/12/2006,"244,000",
1/13/2006,"252,000",
1/14/2006,"264,000",
1/15/2006,"276,000",
1/16/2006,"287,000",
1/17/2006,"301,000",
1/18/2006,"310,000",
1/19/2006,"315,000",
1/20/2006,"322,000",
1/21/2006,"328,000",
1/22/2006,"331,000",
1/23/2006,"335,000",
1/24/2006,"342,000",
1/25/2006,"364,000",
1/26/2006,"403,000",
1/27/2006,"452,000",
1/28/2006,"496,000",
1/29/2006,"548,000",
1/30/2006,"593,000",
1/31/2006,"618,000",
2/1/2006,"626,000",
2/2/2006,"650,000",
2/3/2006,"675,000",
2/4/2006,"689,000",
2/5/2006,"686,000",
2/6/2006,"685,000",
2/7/2006,"671,000",
2/8/2006,"659,000",
2/9/2006,"629,000",
2/10/2006,"598,000",
2/11/2006,"590,000",
2/12/2006,"567,000",
2/13/2006,"545,000",
2/14/2006,"542,000",
2/15/2006,"537,000",
2/16/2006,"527,000",
2/17/2006,"515,000",
2/18/2006,"499,000",
2/19/2006,"475,000",
2/20/2006,"450,000",
2/21/2006,"423,000",
2/22/2006,"398,000",
2/23/2006,"375,000",
2/24/2006,"353,000",
2/25/2006,"354,000",
2/26/2006,"360,000",
2/27/2006,"366,000",
2/28/2006,"375,000",
3/1/2006,"384,000",
3/2/2006,"374,000",
3/3/2006,"366,000",
3/4/2006,"355,000",
3/5/2006,"347,000",
3/6/2006,"336,000",
3/7/2006,"322,000",
3/8/2006,"309,000",
3/9/2006,"302,000",
3/10/2006,"294,000",
3/11/2006,"281,000",
3/12/2006,"272,000",
3/13/2006,"266,000",
3/14/2006,"258,000",
3/15/2006,"261,000",
3/16/2006,"265,000",
3/17/2006,"278,000",
3/18/2006,"303,000",
3/19/2006,"342,000",
3/20/2006,"405,000",
3/21/2006,"504,000",
3/22/2006,"595,000",
3/23/2006,"658,000",
3/24/2006,"676,000",
3/25/2006,"693,000",
3/26/2006,"703,000",
3/27/2006,"731,000",
3/28/2006,"748,000",
3/29/2006,"751,000",
3/30/2006,"738,000",
3/31/2006,"711,000",
4/1/2006,"673,000",
4/2/2006,"623,000",
4/3/2006,"572,000",
4/4/2006,"522,000",
4/5/2006,"477,000",
4/6/2006,"436,000",
4/7/2006,"402,000",
4/8/2006,"373,000",
4/9/2006,"349,000",
4/10/2006,"334,000",
4/11/2006,"322,000",
4/12/2006,"318,000",
4/13/2006,"318,000",
4/14/2006,"331,000",
4/15/2006,"324,000",
4/16/2006,"338,000",
4/17/2006,"367,000",
4/18/2006,"401,000",
4/19/2006,"423,000",
4/20/2006,"439,000",
4/21/2006,"451,000",
4/22/2006,"463,000",
4/23/2006,"453,000",
4/24/2006,"445,000",
4/25/2006,"452,000",
4/26/2006,"461,000",
4/27/2006,"476,000",
4/28/2006,"481,000",
4/29/2006,"494,000",
4/30/2006,"522,000",
5/1/2006,"542,000",
5/2/2006,"565,000",
5/3/2006,"583,000",
5/4/2006,"596,000",
5/5/2006,"595,000",
5/6/2006,"586,000",
5/7/2006,"579,000",
5/8/2006,"569,000",
5/9/2006,"581,000",
5/10/2006,"583,000",
5/11/2006,"580,000",
5/12/2006,"583,000",
5/13/2006,"576,000",
5/14/2006,"585,000",
5/15/2006,"598,000",
5/16/2006,"611,000",
5/17/2006,"617,000",
5/18/2006,"617,000",
5/19/2006,"609,000",
5/20/2006,"596,000",
5/21/2006,"578,000",
5/22/2006,"561,000",
5/23/2006,"529,000",
5/24/2006,"495,000",
5/25/2006,"458,000",
5/26/2006,"437,000",
5/27/2006,"422,000",
5/28/2006,"414,000",
5/29/2006,"408,000",
5/30/2006,"406,000",
5/31/2006,"407,000",
6/1/2006,"408,000",
6/2/2006,"411,000",
6/3/2006,"414,000",
6/4/2006,"411,000",
6/5/2006,"401,000",
6/6/2006,"391,000",
6/7/2006,"377,000",
6/8/2006,"364,000",
6/9/2006,"351,000",
6/10/2006,"341,000",
6/11/2006,"334,000",
6/12/2006,"334,000",
6/13/2006,"337,000",
6/14/2006,"340,000",
6/15/2006,"338,000",
6/16/2006,"334,000",
6/17/2006,"328,000",
6/18/2006,"317,000",
6/19/2006,"303,000",
6/20/2006,"288,000",
6/21/2006,"269,000",
6/22/2006,"250,000",
6/23/2006,"237,000",
6/24/2006,"231,000",
6/25/2006,"226,000",
6/26/2006,"225,000",
6/27/2006,"219,000",
6/28/2006,"212,000",
6/29/2006,"205,000",
6/30/2006,"201,000",
7/1/2006,"199,000",
7/2/2006,"198,000",
7/3/2006,"198,000",
7/4/2006,"200,000",
7/5/2006,"204,000",
7/6/2006,"209,000",
7/7/2006,"217,000",
7/8/2006,"225,000",
7/9/2006,"232,000",
7/10/2006,"237,000",
7/11/2006,"237,000",
7/12/2006,"236,000",
7/13/2006,"230,000",
7/14/2006,"223,000",
7/15/2006,"216,000",
7/16/2006,"213,000",
7/17/2006,"215,000",
7/18/2006,"218,000",
7/19/2006,"218,000",
7/20/2006,"218,000",
7/21/2006,"217,000",
7/22/2006,"217,000",
7/23/2006,"219,000",
7/24/2006,"221,000",
7/25/2006,"225,000",
7/26/2006,"228,000",
7/27/2006,"232,000",
7/28/2006,"232,000",
7/29/2006,"229,000",
7/30/2006,"222,000",
7/31/2006,"217,000",
8/1/2006,"210,000",
8/2/2006,"206,000",
8/3/2006,"200,000",
8/4/2006,"198,000",
8/5/2006,"199,000",
8/6/2006,"198,000",
8/7/2006,"196,000",
8/8/2006,"191,000",
8/9/2006,"194,000",
8/10/2006,"193,000",
8/11/2006,"189,000",
8/12/2006,"188,000",
8/13/2006,"184,000",
8/14/2006,"180,000",
8/15/2006,"180,000",
8/16/2006,"188,000",
8/17/2006,"189,000",
8/18/2006,"189,000",
8/19/2006,"186,000",
8/20/2006,"181,000",
8/21/2006,"180,000",
8/22/2006,"179,000",
8/23/2006,"179,000",
8/24/2006,"184,000",
8/25/2006,"183,000",
8/26/2006,"178,000",
8/27/2006,"177,000",
8/28/2006,"179,000",
8/29/2006,"174,000",
8/30/2006,"172,000",
8/31/2006,   ,
9/1/2006,"174,000",
9/2/2006,"173,000",
9/3/2006,"173,000",
9/4/2006,"171,000",
9/5/2006,"171,000",
9/6/2006,"173,000",
9/7/2006,"176,000",
9/8/2006,"181,000",
9/9/2006,"184,000",
9/10/2006,"187,000",
9/11/2006,"190,000",
9/12/2006,"191,000",
9/13/2006,"195,000",
9/14/2006,"197,000",
9/15/2006,"194,000",
9/16/2006,"190,000",
9/17/2006,"187,000",
9/18/2006,"186,000",
9/19/2006,"185,000",
9/20/2006,"185,000",
9/21/2006,"190,000",
9/22/2006,"195,000",
9/23/2006,"203,000",
9/24/2006,"209,000",
9/25/2006,"212,000",
9/26/2006,"215,000",
9/27/2006,"216,000",
9/28/2006,"216,000",
9/29/2006,"216,000",
9/30/2006,"227,000",
10/1/2006,"250,000",
10/2/2006,"289,000",
10/3/2006,"322,000",
10/4/2006,"344,000",
10/5/2006,"355,000",
10/6/2006,"354,000",
10/7/2006,"347,000",
10/8/2006,"334,000",
10/9/2006,"317,000",
10/10/2006,"301,000",
10/11/2006,"287,000",
10/12/2006,"272,000",
10/13/2006,"263,000",
10/14/2006,"258,000",
10/15/2006,"253,000",
10/16/2006,"260,000",
10/17/2006,"274,000",
10/18/2006,"291,000",
10/19/2006,"303,000",
10/20/2006,"299,000",
10/21/2006,"296,000",
10/22/2006,"294,000",
10/23/2006,"283,000",
10/24/2006,"272,000",
10/25/2006,"262,000",
10/26/2006,"272,000",
10/27/2006,"319,000",
10/28/2006,"327,000",
10/29/2006,"336,000",
10/30/2006,"360,000",
10/31/2006,"378,000",
11/1/2006,"390,000",
11/2/2006,"399,000",
11/3/2006,"406,000",
11/4/2006,"403,000",
11/5/2006,"408,000",
11/6/2006,"415,000",
11/7/2006,"421,000",
11/8/2006,"425,000",
11/9/2006,"433,000",
11/10/2006,"439,000",
11/11/2006,"442,000",
11/12/2006,"437,000",
11/13/2006,"427,000",
11/14/2006,"419,000",
11/15/2006,"411,000",
11/16/2006,"396,000",
11/17/2006,"386,000",
11/18/2006,"377,000",
11/19/2006,"372,000",
11/20/2006,"367,000",
11/21/2006,"358,000",
11/22/2006,"352,000",
11/23/2006,"352,000",
11/24/2006,"363,000",
11/25/2006,"382,000",
11/26/2006,"400,000",
11/27/2006,"416,000",
11/28/2006,"428,000",
11/29/2006,"436,000",
11/30/2006,"440,000",
12/1/2006,"440,000",
12/2/2006,"435,000",
12/3/2006,"431,000",
12/4/2006,"428,000",
12/5/2006,"427,000",
12/6/2006,"423,000",
12/7/2006,"409,000",
12/8/2006,"396,000",
12/9/2006,"393,000",
12/10/2006,"397,000",
12/11/2006,"405,000",
12/12/2006,"409,000",
12/13/2006,"408,000",
12/14/2006,"407,000",
12/15/2006,"408,000",
12/16/2006,"407,000",
12/17/2006,"398,000",
12/18/2006,"387,000",
12/19/2006,"376,000",
12/20/2006,"367,000",
12/21/2006,"363,000",
12/22/2006,"362,000",
12/23/2006,"360,000",
12/24/2006,"361,000",
12/25/2006,"366,000",
12/26/2006,"364,000",
12/27/2006,"364,000",
12/28/2006,"365,000",
12/29/2006,"369,000",
12/30/2006,"388,000",
12/31/2006,"412,000",
1/1/2007,"431,000",
1/2/2007,"458,000",
1/3/2007,"499,000",
1/4/2007,"540,000",
1/5/2007,"585,000",
1/6/2007,"605,000",
1/7/2007,"618,000",
1/8/2007,"625,000",
1/9/2007,"630,000",
1/10/2007,"634,000",
1/11/2007,"636,000",
1/12/2007,"637,000",
1/13/2007,"632,000",
1/14/2007,"633,000",
1/15/2007,"665,000",
1/16/2007,"690,000",
1/17/2007,"735,000",
1/18/2007,"779,000",
1/19/2007,"822,000",
1/20/2007,"847,000",
1/21/2007,"861,000",
1/22/2007,"874,000",
1/23/2007,"860,000",
1/24/2007,"875,000",
1/25/2007,"873,000",
1/26/2007,"881,000",
1/27/2007,"884,000",
1/28/2007,"888,000",
1/29/2007,"878,000",
1/30/2007,"875,000",
1/31/2007,"864,000",
2/1/2007,"883,000",
2/2/2007,"894,000",
2/3/2007,"887,000",
2/4/2007,"879,000",
2/5/2007,"862,000",
2/6/2007,"847,000",
2/7/2007,"811,000",
2/8/2007,"786,000",
2/9/2007,"746,000",
2/10/2007,"708,000",
2/11/2007,"644,000",
2/12/2007,"611,000",
2/13/2007,"573,000",
2/14/2007,"537,000",
2/15/2007,"504,000",
2/16/2007,"471,000",
2/17/2007,"447,000",
2/18/2007,"430,000",
2/19/2007,"415,000",
2/20/2007,"405,000",
2/21/2007,"399,000",
